Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Education_Field,Environment_Satisfaction,Gender,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Daily_Rate,Monthly_Income,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_CurrentRole,Years_Since_Last_Promotion,Years_With_Curr_Manager
27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,1167,2517,1,No,11,3,3,5,3,5,3,0,3
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,1329,6623,1,Yes,11,3,2,6,3,6,0,1,0
48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,5,Research Director,4,Single,715,18265,6,No,12,3,0,25,4,1,0,0,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,4,Research Director,4,Divorced,694,16124,3,No,14,3,2,9,2,7,7,1,7
34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,1320,2585,0,No,17,3,0,2,2,1,0,0,0
44,No,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,5,Manager,2,Married,1099,18213,7,No,11,3,1,26,3,22,9,3,10
33,No,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,536,8380,0,Yes,14,3,2,10,3,9,8,0,8
19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,265,2994,1,Yes,12,3,0,1,3,1,0,0,1
23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,373,1223,1,No,22,4,1,1,3,1,0,0,1
25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,599,1118,1,Yes,14,3,0,1,3,1,0,1,0
26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,583,2875,1,Yes,20,4,0,8,2,8,5,2,2
45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,5,Manager,2,Single,1449,18824,2,Yes,16,3,0,26,3,24,10,1,11
55,No,Non-Travel,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,177,13577,1,Yes,15,3,1,34,3,33,9,15,0
21,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,251,2625,1,No,20,4,0,2,1,2,2,2,2
46,No,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,168,18789,2,No,14,3,1,26,3,11,4,0,8
34,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,Single,131,4538,0,Yes,12,3,0,4,3,3,2,0,2
51,No,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,237,19847,4,Yes,24,4,1,31,2,29,10,11,10
59,No,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,1429,10512,6,No,12,3,0,25,2,9,7,5,4
34,No,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,135,4444,4,No,13,3,2,15,4,11,8,5,10
28,No,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,791,2154,0,Yes,11,3,0,5,2,4,2,0,2
44,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,1199,19190,1,No,14,3,2,26,2,25,9,14,13
34,No,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,648,4490,4,No,11,3,2,14,4,10,9,1,8
35,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,735,3506,0,Yes,14,3,0,4,3,3,2,2,2
42,No,Travel_Rarely,Research & Development,7,4,Medical,2,Female,4,2,Research Scientist,2,Married,603,2372,6,Yes,16,3,0,18,3,1,0,0,0
43,No,Travel_Rarely,Sales,4,4,Marketing,4,Female,2,3,Sales Executive,4,Single,531,10231,3,No,14,3,0,23,4,21,7,15,17
36,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,429,5410,9,Yes,11,3,0,18,3,16,14,5,12
44,Yes,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,3,Healthcare Representative,4,Married,621,7978,1,No,11,3,1,10,3,10,7,0,5
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,193,3867,1,Yes,12,3,1,2,3,2,2,2,2
51,No,Travel_Frequently,Research & Development,6,2,Medical,2,Female,2,1,Laboratory Technician,3,Single,968,2838,0,No,14,3,0,8,2,7,0,7,7
30,No,Non-Travel,Research & Development,9,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,879,4695,7,Yes,18,3,0,10,3,8,4,1,7
29,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,806,3339,3,Yes,13,3,2,10,3,7,7,7,7
28,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,640,2080,2,No,11,3,0,5,2,3,2,1,2
25,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,1,Research Scientist,2,Single,266,2096,1,No,18,3,0,2,2,2,2,2,1
32,No,Travel_Rarely,Sales,8,3,Medical,3,Male,4,2,Sales Executive,4,Married,604,6209,1,No,15,3,2,10,4,10,7,0,8
45,No,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,Single,364,18061,3,No,22,4,0,22,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,13,4,Medical,3,Female,2,4,Manager,2,Divorced,412,17123,6,Yes,13,3,2,21,3,19,9,15,2
58,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,848,2372,1,No,12,3,2,2,3,2,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,1089,4883,1,No,18,3,1,10,3,10,4,1,1
39,Yes,Travel_Rarely,Research & Development,23,3,Medical,3,Male,3,1,Research Scientist,1,Single,360,3904,0,No,13,3,0,6,3,5,2,0,3
30,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,1138,4627,0,No,12,3,1,10,3,9,2,6,7
36,No,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,325,7094,3,No,12,3,0,10,3,7,7,1,7
46,No,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,991,3423,6,No,12,3,0,10,4,7,6,5,7
28,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,1476,6674,0,No,11,3,3,10,3,9,8,7,5
50,No,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,3,4,Research Director,1,Married,1322,16880,4,Yes,11,3,0,25,3,3,2,1,2
40,Yes,Travel_Rarely,Sales,25,4,Marketing,4,Male,2,3,Sales Executive,2,Single,299,9094,2,Yes,12,3,0,9,3,5,4,1,0
52,Yes,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,3,3,Sales Executive,2,Single,1030,8446,9,Yes,19,3,0,10,2,8,7,7,7
30,No,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,3,Manager,1,Married,634,11916,1,Yes,23,4,2,9,3,9,1,0,8
39,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,524,4534,0,No,11,3,0,9,3,8,7,1,7
31,No,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,587,9852,1,Yes,19,3,1,10,2,10,8,9,6
41,No,Non-Travel,Sales,10,2,Medical,3,Male,1,2,Sales Executive,2,Single,256,6151,1,No,13,3,0,19,3,19,2,11,9
31,Yes,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,1060,2302,1,Yes,11,3,0,3,4,3,2,2,2
44,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,935,2362,4,No,12,3,0,10,4,3,2,1,2
42,No,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,3,4,Manager,3,Married,495,17861,0,Yes,13,3,0,21,2,20,8,2,10
55,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,1,5,Manager,3,Married,282,19187,4,No,14,3,1,23,3,19,9,9,11
56,No,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,3,5,Manager,2,Single,206,19717,6,No,14,3,0,36,3,7,3,7,7
40,No,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,458,3544,9,No,16,3,1,6,3,4,2,0,0
34,No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Divorced,943,8500,0,No,11,3,1,10,2,9,7,1,6
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,2,Research Scientist,4,Single,523,4661,1,No,13,3,0,9,3,9,8,8,8
41,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,2,Sales Executive,1,Divorced,1018,4103,0,No,17,3,1,10,3,9,3,1,7
35,No,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,3,2,Research Scientist,3,Single,482,4249,1,Yes,11,3,0,9,3,9,6,1,1
51,No,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,3,4,Manager,2,Divorced,770,14026,1,Yes,11,3,1,33,3,33,9,0,10
38,No,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,1009,6893,3,No,15,3,1,11,3,7,7,1,7
34,No,Travel_Rarely,Sales,15,2,Medical,3,Female,3,2,Sales Executive,1,Single,507,6125,1,No,12,3,0,10,4,10,8,9,6
25,No,Travel_Rarely,Research & Development,19,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,882,3669,3,No,11,3,3,7,2,3,2,1,2
58,Yes,Travel_Rarely,Research & Development,7,4,Medical,3,Female,2,3,Manufacturing Director,1,Married,601,10008,7,Yes,14,3,0,31,2,10,9,5,9
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,329,2387,3,No,22,4,1,7,3,4,2,0,3
36,No,Travel_Frequently,Sales,7,3,Marketing,1,Female,4,2,Sales Executive,1,Married,607,4639,2,No,16,3,1,17,2,15,7,6,13
48,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,855,7898,1,No,11,3,0,11,3,10,9,0,8
27,No,Travel_Rarely,Sales,11,3,Medical,3,Female,4,1,Sales Representative,4,Married,1291,2534,8,No,14,3,1,5,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,1405,13142,3,No,16,3,0,29,2,5,2,0,3
18,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,1124,1611,1,No,15,3,0,0,4,0,0,0,0
35,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,2,2,Laboratory Technician,4,Married,817,5363,0,No,12,3,1,10,3,9,7,0,0
27,No,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,793,5071,3,No,20,4,0,8,3,6,2,0,0
55,Yes,Travel_Rarely,Sales,13,4,Marketing,1,Male,4,4,Sales Executive,3,Single,267,13695,6,Yes,17,3,0,24,2,19,7,3,8
56,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,4,Manufacturing Director,2,Married,1369,13402,4,Yes,12,3,1,33,3,19,16,15,9
34,No,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,2,1,Research Scientist,3,Divorced,999,2029,1,No,20,4,3,5,3,5,4,0,0
40,No,Travel_Rarely,Research & Development,2,1,Medical,2,Female,4,2,Healthcare Representative,3,Divorced,1202,6377,5,No,20,4,3,15,3,12,11,11,8
34,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,3,2,Laboratory Technician,3,Married,285,5429,4,No,13,3,2,10,3,8,7,7,7
31,Yes,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,2,1,Sales Representative,4,Single,703,2785,7,No,14,3,0,3,4,1,0,0,0
35,Yes,Travel_Frequently,Sales,18,4,Marketing,4,Female,3,2,Sales Executive,3,Married,662,4614,0,Yes,18,3,1,5,2,4,2,3,2
38,No,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,693,2610,1,No,11,3,3,4,3,4,2,0,3
34,No,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,404,6687,1,No,11,3,0,14,4,14,11,4,11
28,No,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,2,Sales Executive,1,Married,736,4724,1,No,11,3,1,5,3,5,3,0,4
31,Yes,Travel_Rarely,Research & Development,22,4,Medical,4,Male,3,2,Manufacturing Director,3,Married,330,6179,1,Yes,15,3,2,10,2,10,2,6,7
39,No,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,2,2,Sales Executive,4,Married,1498,6120,3,Yes,12,3,2,8,4,5,4,1,4
51,No,Travel_Frequently,Sales,2,3,Marketing,2,Male,3,3,Sales Executive,2,Married,541,10596,2,No,11,3,0,14,3,4,2,3,2
41,No,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,1200,5467,3,Yes,14,3,2,12,2,6,2,3,3
37,No,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,1439,2996,7,Yes,15,3,0,8,3,6,4,1,3
33,No,Travel_Frequently,Sales,5,1,Life Sciences,2,Male,3,2,Sales Executive,4,Married,1111,9998,6,No,13,3,0,8,4,5,4,1,2
32,No,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,2,Sales Executive,2,Married,499,4078,0,Yes,13,3,3,4,2,3,2,1,2
39,No,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,1485,10920,3,No,21,4,1,13,3,6,4,0,5
25,No,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,4,2,Sales Executive,3,Married,1372,6232,2,No,11,3,0,6,2,3,2,1,2
52,No,Travel_Frequently,Research & Development,28,2,Medical,4,Female,4,4,Manufacturing Director,3,Married,322,13247,2,Yes,11,3,1,24,2,5,3,0,2
43,No,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,2,Research Scientist,3,Single,930,4081,1,Yes,14,3,0,20,1,20,7,1,8
27,No,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,2,Sales Executive,4,Married,205,5769,1,Yes,11,3,0,6,3,6,2,4,4
27,Yes,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,3,1,Research Scientist,3,Single,135,2394,1,Yes,13,3,0,8,3,8,2,7,7
26,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,2,1,Research Scientist,4,Single,683,3904,0,No,12,3,0,5,3,4,3,1,1
42,No,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,3,4,Manager,1,Married,1147,16799,0,No,14,3,1,21,3,20,7,0,9
52,No,Travel_Rarely,Research & Development,8,4,Other,3,Female,3,1,Laboratory Technician,1,Married,258,2950,9,No,13,3,0,12,1,5,4,0,4
37,No,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,1,Laboratory Technician,3,Single,1462,3629,4,No,18,3,0,8,3,3,2,0,2
35,No,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,3,3,Manufacturing Director,4,Single,200,9362,2,No,11,3,0,10,3,2,2,2,2
25,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Laboratory Technician,4,Married,949,3229,4,No,11,3,1,7,2,3,2,0,2
26,No,Travel_Rarely,Research & Development,7,3,Other,3,Male,4,1,Laboratory Technician,1,Single,652,3578,0,No,12,3,0,8,3,7,7,0,7
29,No,Travel_Rarely,Human Resources,17,3,Other,2,Male,2,3,Human Resources,1,Single,332,7988,1,No,13,3,0,10,2,10,9,0,9
49,Yes,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,1475,4284,3,No,20,4,0,20,3,4,3,1,3
29,Yes,Travel_Frequently,Research & Development,14,1,Other,3,Female,3,3,Healthcare Representative,4,Single,337,7553,0,Yes,12,3,0,9,3,8,7,7,7
54,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,4,Research Director,4,Single,971,17328,6,No,19,3,0,29,2,20,7,12,7
58,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,5,Research Director,1,Married,1055,19701,3,Yes,21,4,1,32,3,9,8,1,5
55,No,Travel_Rarely,Research & Development,1,4,Medical,2,Male,4,4,Research Director,4,Divorced,1136,14732,2,No,13,3,2,31,4,7,7,0,0
36,No,Travel_Rarely,Sales,3,4,Marketing,1,Female,3,2,Sales Executive,2,Single,1174,9278,3,Yes,16,3,0,15,3,5,4,0,1
31,Yes,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,1,Sales Representative,3,Single,667,1359,1,No,12,3,0,1,3,1,0,0,0
30,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,3,2,Sales Executive,1,Divorced,855,4779,7,No,14,3,2,8,3,3,2,0,2
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,3,4,Research Director,2,Single,182,16422,3,No,11,3,0,9,4,3,2,1,0
34,No,Travel_Frequently,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,1,Divorced,560,2996,5,No,14,3,2,10,3,4,3,1,3
31,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,2,1,Research Scientist,2,Single,202,1261,1,No,12,3,0,1,4,1,0,0,0
27,No,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,3,1,Laboratory Technician,1,Married,1377,2099,0,No,14,3,0,6,4,5,0,1,4
36,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,172,5810,1,No,16,3,0,10,2,10,4,1,8
36,No,Travel_Rarely,Sales,16,4,Marketing,3,Female,2,2,Sales Executive,1,Married,329,5647,4,No,13,3,2,11,2,3,2,0,2
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Research Scientist,4,Married,465,3420,7,No,12,3,1,17,2,6,5,1,2
25,Yes,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,2,1,Sales Representative,1,Married,383,4400,3,No,12,3,0,6,3,3,2,2,2
37,No,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,4,1,Laboratory Technician,3,Single,1413,3500,0,No,14,3,0,7,1,6,5,1,3
56,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,3,1,Research Scientist,1,Married,1255,2066,2,No,22,4,1,5,4,3,2,1,0
47,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,3,4,Research Director,3,Married,359,17169,3,No,19,3,2,26,4,20,17,5,6
24,No,Travel_Rarely,Sales,4,1,Medical,4,Female,3,2,Sales Executive,3,Married,1476,4162,1,Yes,12,3,2,5,3,5,4,0,3
32,No,Travel_Rarely,Sales,7,5,Marketing,4,Male,3,2,Sales Executive,4,Married,601,9204,4,No,12,3,1,7,2,4,3,0,3
34,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,1,Laboratory Technician,2,Married,401,3294,5,No,17,3,1,7,2,5,4,0,2
41,No,Travel_Rarely,Research & Development,5,5,Medical,2,Male,4,1,Research Scientist,3,Married,1283,2127,2,Yes,12,3,0,7,2,4,2,0,3
40,No,Non-Travel,Research & Development,9,4,Other,3,Male,3,2,Laboratory Technician,3,Divorced,663,3975,3,No,11,3,2,11,4,8,7,0,7
31,No,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,326,10793,1,No,18,3,1,13,3,13,7,9,9
46,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Male,3,3,Sales Executive,4,Divorced,377,10096,4,No,11,3,1,28,4,7,7,4,3
39,Yes,Non-Travel,Research & Development,2,3,Life Sciences,1,Female,2,1,Laboratory Technician,1,Single,592,3646,2,Yes,23,4,0,11,4,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,4,3,Manufacturing Director,2,Single,1445,7446,1,No,11,3,0,10,3,10,8,4,7
45,No,Travel_Rarely,Research & Development,20,3,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,1038,10851,2,Yes,18,3,1,24,3,7,7,0,7
31,No,Travel_Rarely,Human Resources,8,2,Medical,4,Female,4,1,Human Resources,2,Single,1398,2109,9,No,18,3,0,8,3,3,2,0,2
31,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,523,3722,6,Yes,13,3,1,7,1,2,2,2,2
45,No,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,3,3,Manufacturing Director,4,Married,1448,9380,4,Yes,18,3,2,10,4,3,1,1,2
48,No,Travel_Rarely,Sales,7,3,Marketing,3,Male,3,2,Sales Executive,1,Divorced,1221,5486,4,No,11,3,3,15,3,2,2,2,2
34,Yes,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Female,3,1,Human Resources,3,Married,1107,2742,1,No,15,3,0,2,3,2,2,2,2
40,No,Non-Travel,Research & Development,8,1,Medical,4,Male,2,3,Research Director,2,Divorced,218,13757,2,No,11,3,1,16,3,9,8,4,8
28,No,Travel_Rarely,Sales,5,3,Medical,4,Male,3,2,Sales Executive,1,Single,866,8463,0,No,18,3,0,6,3,5,4,1,3
44,No,Non-Travel,Research & Development,5,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Single,981,3162,3,No,14,3,0,7,3,5,2,0,3
53,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,4,4,Research Director,2,Single,447,16598,4,No,12,3,0,35,2,9,8,8,8
49,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,3,2,Healthcare Representative,3,Married,1495,6651,2,No,14,3,1,20,2,3,2,1,2
40,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,1,Research Scientist,3,Divorced,896,2345,2,No,14,3,1,8,4,3,1,1,2
44,No,Travel_Rarely,Research & Development,20,3,Life Sciences,4,Male,3,1,Research Scientist,2,Single,1467,3420,1,No,13,3,0,6,2,5,2,1,3
33,No,Travel_Frequently,Sales,7,3,Medical,4,Male,3,2,Sales Executive,1,Married,430,4373,0,No,14,3,2,5,3,4,3,0,3
34,No,Travel_Rarely,Sales,3,3,Other,4,Male,1,2,Sales Executive,1,Single,1326,4759,3,No,18,3,0,15,3,13,9,3,12
30,No,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,3,2,Sales Executive,3,Married,1358,5301,8,No,15,3,2,4,2,2,1,2,2
42,No,Travel_Frequently,Research & Development,9,2,Medical,1,Female,3,1,Laboratory Technician,4,Single,748,3673,1,No,13,3,0,12,3,12,9,5,8
44,No,Travel_Frequently,Sales,1,5,Marketing,1,Female,3,2,Sales Executive,3,Married,383,4768,7,No,12,3,1,11,2,1,0,0,0
30,No,Non-Travel,Research & Development,7,3,Technical Degree,3,Male,3,1,Research Scientist,3,Divorced,990,1274,1,No,13,3,2,1,2,1,0,0,0
57,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,4,2,Research Scientist,3,Married,405,4900,0,No,24,4,1,13,2,12,9,2,8
49,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,3,Healthcare Representative,2,Divorced,1490,10466,3,No,14,3,2,29,3,8,7,0,7
34,No,Travel_Frequently,Research & Development,15,3,Medical,2,Male,3,4,Research Director,1,Divorced,829,17007,7,No,14,3,2,16,2,14,8,6,9
28,Yes,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,3,1,Sales Representative,3,Married,1496,2909,3,No,15,3,1,5,4,3,2,1,2
29,Yes,Travel_Frequently,Sales,13,3,Technical Degree,1,Female,3,2,Sales Executive,2,Single,115,5765,5,No,11,3,0,7,1,5,3,0,0
34,Yes,Travel_Rarely,Sales,24,4,Medical,1,Female,2,2,Sales Executive,2,Single,790,4599,0,Yes,23,4,0,16,4,15,9,10,10
35,No,Travel_Rarely,Sales,7,1,Life Sciences,4,Male,3,1,Sales Representative,3,Married,660,2404,1,No,13,3,1,1,3,1,0,0,0
24,Yes,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,1,Laboratory Technician,1,Single,381,3172,2,Yes,11,3,0,4,2,0,0,0,0
24,No,Non-Travel,Sales,13,2,Life Sciences,4,Female,3,1,Sales Representative,2,Married,830,2033,1,No,13,3,1,1,3,1,0,0,0
44,No,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,3,Manufacturing Director,3,Single,1193,10209,5,Yes,18,3,0,16,2,2,2,2,2
29,No,Travel_Rarely,Sales,19,3,Life Sciences,3,Male,2,2,Sales Executive,3,Divorced,1246,8620,1,No,14,3,2,10,3,10,7,0,4
30,No,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Male,3,1,Human Resources,3,Divorced,330,2064,0,No,21,4,1,6,4,5,3,1,3
55,No,Travel_Rarely,Research & Development,4,4,Life Sciences,4,Male,3,2,Healthcare Representative,3,Married,1229,4035,0,Yes,16,3,0,4,3,3,2,1,2
33,No,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,1,Laboratory Technician,2,Married,1099,3838,8,No,11,3,0,8,3,5,4,0,2
47,No,Travel_Rarely,Sales,14,3,Medical,3,Female,3,2,Sales Executive,3,Married,571,4591,3,Yes,17,3,1,11,2,5,4,1,2
28,Yes,Travel_Frequently,Research & Development,2,2,Medical,3,Male,2,1,Laboratory Technician,1,Single,289,2561,7,No,11,3,0,8,2,0,0,0,0
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,1423,1563,1,No,14,3,1,1,1,1,0,0,0
